,predicted_vol,exposure_symmetric,exposure_asymmetric_cap,exposure_binary_defensive,exposure_three_state,exposure
2023-04-24,0.10175165627266039,1.474177477741003,1.0,0.85,1.0,0.85
2023-04-25,0.0995389466499274,1.5,1.0,0.85,1.0,0.85
2023-04-26,0.1501414838565041,0.9990576631263393,0.9990576631263393,0.85,0.85,0.85
2023-04-27,0.1284177265426573,1.1680630395693354,1.0,0.85,0.85,0.85
2023-04-28,0.18796389720609624,0.798025590177724,0.798025590177724,0.85,0.85,0.85
2023-05-01,0.16933939362388722,0.8857950698297576,0.8857950698297576,0.85,0.85,0.85
2023-05-02,0.15626726539514205,0.9598939331324801,0.9598939331324801,0.85,0.85,0.85
2023-05-03,0.16729567277091903,0.8966161378567017,0.8966161378567017,0.85,0.85,0.85
2023-05-04,0.1618325806206422,0.9268838167489931,0.9268838167489931,0.85,0.85,0.85
2023-05-05,0.139435787718591,1.0757639946979012,1.0,0.85,0.85,0.85
2023-05-08,0.18207831640578068,0.823821325685532,0.823821325685532,0.85,0.85,0.85
2023-05-09,0.14995418046166872,1.0003055569253902,1.0,0.85,0.85,0.85
2023-05-10,0.15212788814882494,0.9860125045136809,0.9860125045136809,0.85,0.85,0.85
2023-05-11,0.14969935932057518,1.0020082963667265,1.0,0.85,0.85,0.85
2023-05-12,0.13961708306692744,1.0743670953796918,1.0,0.85,0.85,0.85
2023-05-15,0.1104486068796714,1.358097709312151,1.0,0.85,1.0,0.85
2023-05-16,0.1164247367998414,1.2883859918694214,1.0,0.85,1.0,0.85
2023-05-17,0.12590510367733737,1.1913734679446488,1.0,0.85,0.85,0.85
2023-05-18,0.14882239267447578,1.0079128369350978,1.0,0.85,0.85,0.85
2023-05-19,0.14815405059109665,1.012459662098596,1.0,0.85,0.85,0.85
2023-05-22,0.13363973146624206,1.1224206929650304,1.0,0.85,0.85,0.85
2023-05-23,0.13237179787593675,1.133171887115902,1.0,0.85,0.85,0.85
2023-05-24,0.15942883723710233,0.9408586463998369,0.9408586463998369,0.85,0.85,0.85
2023-05-25,0.14422644732729384,1.040031164739184,1.0,0.85,0.85,0.85
2023-05-26,0.1453505763997257,1.0319876516174797,1.0,0.85,0.85,0.85
2023-05-30,0.1632237742371429,0.9189837736632013,0.9189837736632013,0.85,0.85,0.85
2023-05-31,0.140750413735026,1.0657162278924954,1.0,0.85,0.85,0.85
2023-06-01,0.14324399420896872,1.0471643214665978,1.0,0.85,0.85,0.85
2023-06-02,0.143724735574015,1.0436616870500581,1.0,0.85,0.85,0.85
2023-06-05,0.1581007125581052,0.9487623273353177,0.9487623273353177,0.85,0.85,0.85
2023-06-06,0.13418525192091557,1.1178575726668167,1.0,0.85,0.85,0.85
2023-06-07,0.13136713797957356,1.1418380753893236,1.0,0.85,0.85,0.85
2023-06-08,0.13151080222530992,1.140590715453272,1.0,0.85,0.85,0.85
2023-06-09,0.1335669898787834,1.123031971717938,1.0,0.85,0.85,0.85
2023-06-12,0.1098796003342259,1.365130556934481,1.0,0.85,1.0,0.85
2023-06-13,0.1274883894290268,1.1765777312882715,1.0,0.85,0.85,0.85
2023-06-14,0.12415559344092546,1.2081614355246233,1.0,0.85,1.0,0.85
2023-06-15,0.1074150515906964,1.3964523386496426,1.0,0.85,1.0,0.85
2023-06-16,0.13326940916177066,1.1255396189077473,1.0,0.85,0.85,0.85
2023-06-20,0.12456866728203023,1.204155132047707,1.0,0.85,1.0,0.85
2023-06-21,0.13235171178173522,1.1333438606927053,1.0,0.85,0.85,0.85
2023-06-22,0.1333703638423256,1.1246876418312426,1.0,0.85,0.85,0.85
2023-06-23,0.1316229708647877,1.1396187079996125,1.0,0.85,0.85,0.85
2023-06-26,0.12180552603064201,1.2314712221042028,1.0,0.85,1.0,0.85
2023-06-27,0.11526875911220658,1.3013066259695294,1.0,0.85,1.0,0.85
2023-06-28,0.14335460824763901,1.0463563176209958,1.0,0.85,0.85,0.85
2023-06-29,0.12189295363670144,1.2305879505313393,1.0,0.85,1.0,0.85
2023-06-30,0.12798400347543454,1.1720214708613272,1.0,0.85,0.85,0.85
2023-07-03,0.13992524578405646,1.072000975660187,1.0,0.85,0.85,0.85
2023-07-05,0.11433606536951703,1.3119220039208317,1.0,0.85,1.0,0.85
2023-07-06,0.11238740086680682,1.3346691786009788,1.0,0.85,1.0,0.85
2023-07-07,0.1338115805559118,1.120979211043128,1.0,0.85,0.85,0.85
2023-07-10,0.1250293965309407,1.1997178596545484,1.0,0.85,1.0,0.85
2023-07-11,0.10910646819274704,1.374803918453401,1.0,0.85,1.0,0.85
2023-07-12,0.12207105711988983,1.2287925044564845,1.0,0.85,1.0,0.85
2023-07-13,0.13094338071515849,1.1455332769076387,1.0,0.85,0.85,0.85
2023-07-14,0.12105958965270934,1.2390592139814258,1.0,0.85,1.0,0.85
2023-07-17,0.10492454879016395,1.429598713833703,1.0,0.85,1.0,0.85
2023-07-18,0.10928950418469346,1.3725014228860253,1.0,0.85,1.0,0.85
2023-07-19,0.11557064156657537,1.2979074786358378,1.0,0.85,1.0,0.85
2023-07-20,0.10548546808118538,1.4219968184106142,1.0,0.85,1.0,0.85
2023-07-21,0.1210106647282474,1.2395601688235802,1.0,0.85,1.0,0.85
2023-07-24,0.10880327328498159,1.3786349938858402,1.0,0.85,1.0,0.85
2023-07-25,0.1170847435457075,1.281123359521585,1.0,0.85,1.0,0.85
2023-07-26,0.10817782450528973,1.3866058102570293,1.0,0.85,1.0,0.85
2023-07-27,0.10270891979846697,1.4604379083562213,1.0,0.85,1.0,0.85
2023-07-28,0.11383081617432253,1.3177450978677632,1.0,0.85,1.0,0.85
2023-07-31,0.1285687055010747,1.1666913765321076,1.0,0.85,0.85,0.85
2023-08-01,0.1143041787444444,1.3122879814863333,1.0,0.85,1.0,0.85
2023-08-02,0.11592145938660665,1.2939795685261248,1.0,0.85,1.0,0.85
2023-08-03,0.15114989115920527,0.9923923785165409,0.9923923785165409,0.85,0.85,0.85
2023-08-04,0.130830201975473,1.146524256135604,1.0,0.85,0.85,0.85
2023-08-07,0.11995477403279074,1.2504712814430887,1.0,0.85,1.0,0.85
2023-08-08,0.138205194613772,1.0853427066847214,1.0,0.85,0.85,0.85
2023-08-09,0.13094274850033483,1.145538807745558,1.0,0.85,0.85,0.85
2023-08-10,0.12618093879397901,1.188769091700224,1.0,0.85,1.0,0.85
2023-08-11,0.11481366956095704,1.3064646446158727,1.0,0.85,1.0,0.85
2023-08-14,0.11302905215582978,1.3270924345468231,1.0,0.85,1.0,0.85
2023-08-15,0.11631471532911128,1.2896046693281804,1.0,0.85,1.0,0.85
2023-08-16,0.13736355660442268,1.0919926922973284,1.0,0.85,0.85,0.85
2023-08-17,0.13003933486166758,1.1534971334601645,1.0,0.85,0.85,0.85
2023-08-18,0.13083704136075308,1.1464643226409366,1.0,0.85,0.85,0.85
2023-08-21,0.11916354961330743,1.2587741846123133,1.0,0.85,1.0,0.85
2023-08-22,0.13185866284317366,1.1375816860694452,1.0,0.85,0.85,0.85
2023-08-23,0.11843201707880649,1.2665493985480942,1.0,0.85,1.0,0.85
2023-08-24,0.14156914019945482,1.0595529491008213,1.0,0.85,0.85,0.85
2023-08-25,0.15784110015301422,0.9503228237422768,0.9503228237422768,0.85,0.85,0.85
2023-08-28,0.1489491442527311,1.007055131149232,1.0,0.85,0.85,0.85
2023-08-29,0.14690583404790325,1.0210622401223888,1.0,0.85,0.85,0.85
2023-08-30,0.1681202268286725,0.8922186391817183,0.8922186391817183,0.85,0.85,0.85
2023-08-31,0.14808510526434582,1.012931042134426,1.0,0.85,0.85,0.85
2023-09-01,0.1195833892763834,1.2543548138890523,1.0,0.85,1.0,0.85
2023-09-05,0.12136369030381333,1.2359545068586868,1.0,0.85,1.0,0.85
2023-09-06,0.13116170921063275,1.1436264509111786,1.0,0.85,0.85,0.85
2023-09-07,0.12186833800450297,1.2308365114034587,1.0,0.85,1.0,0.85
2023-09-08,0.10972782576614633,1.367018793570943,1.0,0.85,1.0,0.85
2023-09-11,0.10906743992970969,1.3752958728715918,1.0,0.85,1.0,0.85
2023-09-12,0.12526514439829017,1.1974600015073902,1.0,0.85,1.0,0.85
2023-09-13,0.1246560494957412,1.2033110354995218,1.0,0.85,1.0,0.85
2023-09-14,0.11318321372992833,1.3252848638661374,1.0,0.85,1.0,0.85
2023-09-15,0.12887809790113788,1.1638905480670942,1.0,0.85,1.0,0.85
2023-09-18,0.14993355642297854,1.0004431534781582,1.0,0.85,0.85,0.85
2023-09-19,0.12595138252290478,1.1909357165866907,1.0,0.85,1.0,0.85
2023-09-20,0.12717213281649747,1.1795036906115421,1.0,0.85,1.0,0.85
2023-09-21,0.14333528472188584,1.0464973805371491,1.0,0.85,0.85,0.85
2023-09-22,0.1532904320136626,0.9785346549654884,0.9785346549654884,0.85,0.85,0.85
2023-09-25,0.12712586458343722,1.17993297816708,1.0,0.85,1.0,0.85
2023-09-26,0.13335165338221655,1.1248454458233483,1.0,0.85,0.85,0.85
2023-09-27,0.15601105531649304,0.9614703246234784,0.9614703246234784,0.85,0.85,0.85
2023-09-28,0.13394392079424167,1.1198716530810153,1.0,0.85,0.85,0.85
2023-09-29,0.13548479921042197,1.1071352718103409,1.0,0.85,0.85,0.85
2023-10-02,0.12928598775424538,1.1602185403504752,1.0,0.85,1.0,0.85
2023-10-03,0.12333027780068068,1.2162463482197081,1.0,0.85,1.0,0.85
2023-10-04,0.144183682290119,1.040339639115179,1.0,0.85,0.85,0.85
2023-10-05,0.1402524663104288,1.0694999093135118,1.0,0.85,0.85,0.85
2023-10-06,0.1246936805877599,1.2029478903257604,1.0,0.85,1.0,0.85
2023-10-09,0.15581255317517367,0.9626952189876584,0.9626952189876584,0.85,0.85,0.85
2023-10-10,0.14808519089414407,1.0129304564102206,1.0,0.85,0.85,0.85
2023-10-11,0.12067466677203333,1.2430115119635274,1.0,0.85,1.0,0.85
2023-10-12,0.11893853035887,1.2611556536591553,1.0,0.85,1.0,0.85
2023-10-13,0.13234255573384154,1.1334222704726205,1.0,0.85,0.85,0.85
2023-10-16,0.1268818065484865,1.1822025874346227,1.0,0.85,1.0,0.85
2023-10-17,0.14176540018171718,1.0580861042802232,1.0,0.85,0.85,0.85
2023-10-18,0.12282359193842995,1.2212637460984959,1.0,0.85,1.0,0.85
2023-10-19,0.15599451613760246,0.9615722636537126,0.9615722636537126,0.85,0.85,0.85
2023-10-20,0.14981320630295297,1.0012468439976465,1.0,0.85,0.85,0.85
2023-10-23,0.15868927011444844,0.9452434930970339,0.9452434930970339,0.85,0.85,0.85
2023-10-24,0.12236908022747897,1.2257998484678998,1.0,0.85,1.0,0.85
2023-10-25,0.14487234860377823,1.0353942725830017,1.0,0.85,0.85,0.85
2023-10-26,0.15740519108763634,0.9529545942133925,0.9529545942133925,0.85,0.85,0.85
2023-10-27,0.15618210708295702,0.9604173154119802,0.9604173154119802,0.85,0.85,0.85
2023-10-30,0.14044915489654336,1.0680021543062463,1.0,0.85,0.85,0.85
2023-10-31,0.16840592937261173,0.8907049802748505,0.8907049802748505,0.85,0.85,0.85
2023-11-01,0.1581000717809825,0.9487661726542185,0.9487661726542185,0.85,0.85,0.85
2023-11-02,0.1602492786707804,0.9360416548779807,0.9360416548779807,0.85,0.85,0.85
2023-11-03,0.16967656490437844,0.8840348700159789,0.8840348700159789,0.85,0.85,0.85
2023-11-06,0.13499597924332876,1.1111442047442512,1.0,0.85,0.85,0.85
2023-11-07,0.1291669606789207,1.1612876792298723,1.0,0.85,1.0,0.85
2023-11-08,0.13264105675561583,1.13087156924848,1.0,0.85,0.85,0.85
2023-11-09,0.1322874427363068,1.1338944717451396,1.0,0.85,0.85,0.85
2023-11-10,0.13755681981676998,1.0904584752672002,1.0,0.85,0.85,0.85
2023-11-13,0.16307481214886524,0.9198232272870582,0.9198232272870582,0.85,0.85,0.85
2023-11-14,0.1388521984155943,1.0802853805097097,1.0,0.85,0.85,0.85
2023-11-15,0.18600358070437073,0.8064360881224437,0.8064360881224437,0.85,0.85,0.85
2023-11-16,0.15622761608054797,0.9601375465056247,0.9601375465056247,0.85,0.85,0.85
2023-11-17,0.1429523129165418,1.049300965753333,1.0,0.85,0.85,0.85
2023-11-20,0.13745073610355607,1.0913000850500303,1.0,0.85,0.85,0.85
2023-11-21,0.14390628317284773,1.0423450365946358,1.0,0.85,0.85,0.85
2023-11-22,0.115046244233791,1.30382352765187,1.0,0.85,1.0,0.85
2023-11-24,0.11815616546413665,1.2695063301248444,1.0,0.85,1.0,0.85
2023-11-27,0.11001969953270296,1.3633921982800274,1.0,0.85,1.0,0.85
2023-11-28,0.11165004634317549,1.3434835444577369,1.0,0.85,1.0,0.85
2023-11-29,0.10147352073271126,1.4782181490983353,1.0,0.85,1.0,0.85
2023-11-30,0.09926697399094894,1.5,1.0,0.85,1.0,0.85
2023-12-01,0.10480320911534581,1.4312538830267196,1.0,0.85,1.0,0.85
2023-12-04,0.11260812489013362,1.332053083614951,1.0,0.85,1.0,0.85
2023-12-05,0.1145308841128908,1.3096904050103029,1.0,0.85,1.0,0.85
2023-12-06,0.10564705429531374,1.4198218871366455,1.0,0.85,1.0,0.85
2023-12-07,0.11487945590234283,1.305716490575239,1.0,0.85,1.0,0.85
2023-12-08,0.1256301810521429,1.1939806083519244,1.0,0.85,1.0,0.85
2023-12-11,0.11853144354055145,1.2654869924762424,1.0,0.85,1.0,0.85
2023-12-12,0.1119403124639298,1.3399998329318052,1.0,0.85,1.0,0.85
2023-12-13,0.11002992095505179,1.3632655435722465,1.0,0.85,1.0,0.85
2023-12-14,0.1261609594905766,1.1889573494501207,1.0,0.85,1.0,0.85
2023-12-15,0.10510971068476144,1.4270803241945051,1.0,0.85,1.0,0.85
2023-12-18,0.10830328612173087,1.3849995265277804,1.0,0.85,1.0,0.85
2023-12-19,0.11511305392637149,1.3030668102676075,1.0,0.85,1.0,0.85
2023-12-20,0.1160746853067916,1.2922714337199535,1.0,0.85,1.0,0.85
2023-12-21,0.1451053888583323,1.03373142224543,1.0,0.85,0.85,0.85
2023-12-22,0.14314925071171825,1.0478573883846458,1.0,0.85,0.85,0.85
2023-12-26,0.1299682654720402,1.1541278900291947,1.0,0.85,1.0,0.85
2023-12-27,0.13309159139748908,1.1270434024040823,1.0,0.85,0.85,0.85
2023-12-28,0.1272796003076222,1.1785077863024778,1.0,0.85,1.0,0.85
2023-12-29,0.1010419456783712,1.4845319831574526,1.0,0.85,1.0,0.85
2024-01-02,0.10117785034964409,1.4825379219032562,1.0,0.85,1.0,0.85
2024-01-03,0.11224693961945025,1.336339329237337,1.0,0.85,1.0,0.85
2024-01-04,0.11864436906829774,1.2642825039058732,1.0,0.85,1.0,0.85
2024-01-05,0.10577371482383749,1.4181216973405906,1.0,0.85,1.0,0.85
2024-01-08,0.10419028009041637,1.439673642011807,1.0,0.85,1.0,0.85
2024-01-09,0.15195621416683613,0.9871264615431365,0.9871264615431365,0.85,0.85,0.85
2024-01-10,0.12844489570072504,1.16781596638529,1.0,0.85,1.0,0.85
2024-01-11,0.12883725100656163,1.1642595509303482,1.0,0.85,1.0,0.85
2024-01-12,0.11757139517000523,1.2758205325632466,1.0,0.85,1.0,0.85
2024-01-16,0.11822666502274352,1.2687493127810394,1.0,0.85,1.0,0.85
2024-01-17,0.10741609503955833,1.39643877339573,1.0,0.85,1.0,0.85
2024-01-18,0.1148491263338936,1.3060613065868214,1.0,0.85,1.0,0.85
2024-01-19,0.12703277853315365,1.1807975998954652,1.0,0.85,1.0,0.85
2024-01-22,0.14488089740866772,1.0353331783754263,1.0,0.85,0.85,0.85
2024-01-23,0.1270710600835383,1.1804418716691896,1.0,0.85,1.0,0.85
2024-01-24,0.12152714405579754,1.2342921506583708,1.0,0.85,1.0,0.85
2024-01-25,0.10835929311490666,1.3842836704456587,1.0,0.85,1.0,0.85
2024-01-26,0.11414898320627981,1.3140721519081202,1.0,0.85,1.0,0.85
2024-01-29,0.09734333168571668,1.5,1.0,0.85,1.0,0.85
2024-01-30,0.11426996417609368,1.312680905096331,1.0,0.85,1.0,0.85
2024-01-31,0.10438517865623635,1.4369856135800985,1.0,0.85,1.0,0.85
2024-02-01,0.15904226578480116,0.9431455170725738,0.9431455170725738,0.85,0.85,0.85
2024-02-02,0.16287815836107528,0.9209337919174747,0.9209337919174747,0.85,0.85,0.85
2024-02-05,0.16168185013497038,0.9277479189827522,0.9277479189827522,0.85,0.85,0.85
2024-02-06,0.14981476768491672,1.0012364089197991,1.0,0.85,0.85,0.85
2024-02-07,0.14861716665634755,1.009304667655588,1.0,0.85,0.85,0.85
2024-02-08,0.1323034319865382,1.1337574373373958,1.0,0.85,0.85,0.85
2024-02-09,0.11494406867520172,1.3049825165303315,1.0,0.85,1.0,0.85
2024-02-12,0.11852356156700608,1.2655711490343549,1.0,0.85,1.0,0.85
2024-02-13,0.10518493620619349,1.426059713588225,1.0,0.85,1.0,0.85
2024-02-14,0.15260779449817957,0.9829117869978083,0.9829117869978083,0.85,0.85,0.85
2024-02-15,0.14593964659843484,1.0278221408383807,1.0,0.85,0.85,0.85
2024-02-16,0.14416674647890837,1.0404618517346165,1.0,0.85,0.85,0.85
2024-02-20,0.1412715099147595,1.061785211260976,1.0,0.85,0.85,0.85
2024-02-21,0.14260250095880828,1.0518749600564756,1.0,0.85,0.85,0.85
2024-02-22,0.12188725866241443,1.230645447654608,1.0,0.85,1.0,0.85
2024-02-23,0.177274155904787,0.8461470270971939,0.8461470270971939,0.85,0.85,0.85
2024-02-26,0.14377317202775697,1.043310082711682,1.0,0.85,0.85,0.85
2024-02-27,0.14786270728812712,1.0144545758093562,1.0,0.85,0.85,0.85
2024-02-28,0.14038736184431044,1.068472247283555,1.0,0.85,0.85,0.85
2024-02-29,0.14034166194771774,1.068820177260551,1.0,0.85,0.85,0.85
2024-03-01,0.1118241135802027,1.3413922560845226,1.0,0.85,1.0,0.85
2024-03-04,0.12862759032009738,1.166157273309063,1.0,0.85,0.85,0.85
2024-03-05,0.1109109458426753,1.3524363971503015,1.0,0.85,1.0,0.85
2024-03-06,0.13907608710945424,1.078546305965227,1.0,0.85,0.85,0.85
2024-03-07,0.1319525485171446,1.1367722843224244,1.0,0.85,0.85,0.85
2024-03-08,0.14505818150672414,1.0340678370702363,1.0,0.85,0.85,0.85
2024-03-11,0.13708128877228254,1.0942412443260425,1.0,0.85,0.85,0.85
2024-03-12,0.12867107126457988,1.1657632016722896,1.0,0.85,0.85,0.85
2024-03-13,0.1414539597027613,1.0604157021492828,1.0,0.85,0.85,0.85
2024-03-14,0.12784670972327666,1.1732800971153186,1.0,0.85,0.85,0.85
2024-03-15,0.1206328315779201,1.243442585554421,1.0,0.85,1.0,0.85
2024-03-18,0.1298261631877214,1.1553911501113097,1.0,0.85,0.85,0.85
2024-03-19,0.1305425006420714,1.1490510696687068,1.0,0.85,0.85,0.85
2024-03-20,0.12240704073220807,1.2254197070915023,1.0,0.85,1.0,0.85
2024-03-21,0.1337608669585134,1.12140421493024,1.0,0.85,0.85,0.85
2024-03-22,0.1217771010395936,1.2317586698933671,1.0,0.85,1.0,0.85
2024-03-25,0.10594504208547609,1.415828405438553,1.0,0.85,1.0,0.85
2024-03-26,0.11196314971797414,1.3397265116052695,1.0,0.85,1.0,0.85
2024-03-27,0.11036629567117387,1.3591105788936784,1.0,0.85,1.0,0.85
2024-03-28,0.12022720443423365,1.2476377597389163,1.0,0.85,1.0,0.85
2024-04-01,0.10587236909381562,1.4168002594433493,1.0,0.85,1.0,0.85
2024-04-02,0.10845821905749531,1.3830210499813091,1.0,0.85,1.0,0.85
2024-04-03,0.11970321203630152,1.253099206348035,1.0,0.85,1.0,0.85
2024-04-04,0.11078171734885088,1.3540140339912858,1.0,0.85,1.0,0.85
2024-04-05,0.13017953009908506,1.152254888966251,1.0,0.85,0.85,0.85
2024-04-08,0.1424402628726324,1.053073035495079,1.0,0.85,0.85,0.85
2024-04-09,0.12535002535386297,1.1966491396914374,1.0,0.85,0.85,0.85
2024-04-10,0.12330758427999078,1.2164701861273963,1.0,0.85,1.0,0.85
2024-04-11,0.1446004529674917,1.037341148811769,1.0,0.85,0.85,0.85
2024-04-12,0.13369921965129283,1.121921282646391,1.0,0.85,0.85,0.85
2024-04-15,0.15031743591644955,0.9978882295688838,0.9978882295688838,0.85,0.85,0.85
2024-04-16,0.15281217031139577,0.9815972097924843,0.9815972097924843,0.85,0.85,0.85
2024-04-17,0.1327753140627484,1.1297280752739276,1.0,0.85,0.85,0.85
2024-04-18,0.13805340584972697,1.0865360334773417,1.0,0.85,0.85,0.85
2024-04-19,0.11719359910459479,1.2799333849805707,1.0,0.85,1.0,0.85
2024-04-22,0.12192617034100514,1.2302526978455692,1.0,0.85,1.0,0.85
2024-04-23,0.13445586141085852,1.1156077423924498,1.0,0.85,0.85,0.85
2024-04-24,0.15182674157678744,0.987968248822204,0.987968248822204,0.85,0.85,0.85
2024-04-25,0.1297932280210083,1.155684331818306,1.0,0.85,0.85,0.85
2024-04-26,0.13645710248309656,1.0992465563936553,1.0,0.85,0.85,0.85
2024-04-29,0.13774881474753975,1.0889385892351502,1.0,0.85,0.85,0.85
2024-04-30,0.12656666376193237,1.1851461952267694,1.0,0.85,0.85,0.85
2024-05-01,0.1621412122754085,0.9251195170862186,0.9251195170862186,0.85,0.85,0.85
2024-05-02,0.14136902679750643,1.0610527878561147,1.0,0.85,0.85,0.85
2024-05-03,0.15762141548907638,0.9516473350691069,0.9516473350691069,0.85,0.85,0.85
2024-05-06,0.16615964227771723,0.9027462863051414,0.9027462863051414,0.85,0.85,0.85
2024-05-07,0.16608550786361748,0.9031492387835173,0.9031492387835173,0.85,0.85,0.85
2024-05-08,0.12649327587583625,1.185833784139147,1.0,0.85,0.85,0.85
2024-05-09,0.11994798273741042,1.2505420814652575,1.0,0.85,1.0,0.85
2024-05-10,0.12756432471471402,1.1758773492154748,1.0,0.85,0.85,0.85
2024-05-13,0.11445978484717041,1.3105039486163963,1.0,0.85,1.0,0.85
2024-05-14,0.10149083199786346,1.477966009808233,1.0,0.85,1.0,0.85
2024-05-15,0.108106488598711,1.387520785702298,1.0,0.85,1.0,0.85
2024-05-16,0.13196952194272527,1.136626076929338,1.0,0.85,0.85,0.85
2024-05-17,0.11834027401916397,1.267531288424337,1.0,0.85,1.0,0.85
2024-05-20,0.1170114693802631,1.2819256163045947,1.0,0.85,1.0,0.85
2024-05-21,0.11442425361679354,1.310910888720756,1.0,0.85,1.0,0.85
2024-05-22,0.11599392907900558,1.2931711270667645,1.0,0.85,1.0,0.85
2024-05-23,0.10151956407415642,1.4775477157331993,1.0,0.85,1.0,0.85
2024-05-24,0.11769419166470185,1.2744894023940785,1.0,0.85,1.0,0.85
2024-05-28,0.12211150517938467,1.2283854807918915,1.0,0.85,0.85,0.85
2024-05-29,0.1117585731379184,1.3421789110969484,1.0,0.85,1.0,0.85
2024-05-30,0.1254425929207351,1.1957660991174048,1.0,0.85,0.85,0.85
2024-05-31,0.12344888389766485,1.2150778141043799,1.0,0.85,0.85,0.85
2024-06-03,0.13324976275123607,1.1257055690225501,1.0,0.85,0.85,0.85
2024-06-04,0.11548630578448565,1.2988552970074387,1.0,0.85,1.0,0.85
2024-06-05,0.1144525533190629,1.3105867510167326,1.0,0.85,1.0,0.85
2024-06-06,0.135827936256965,1.1043383572892083,1.0,0.85,0.85,0.85
2024-06-07,0.10786925320993887,1.390572341388744,1.0,0.85,1.0,0.85
2024-06-10,0.10864815534893013,1.3806032833071662,1.0,0.85,1.0,0.85
2024-06-11,0.11108669599647204,1.3502967088404878,1.0,0.85,1.0,0.85
2024-06-12,0.10961307031479037,1.3684499446026386,1.0,0.85,1.0,0.85
2024-06-13,0.11277055127627544,1.3301344925814587,1.0,0.85,1.0,0.85
2024-06-14,0.10143645663537072,1.4787582785861553,1.0,0.85,1.0,0.85
2024-06-17,0.09500426571747762,1.5,1.0,0.85,1.0,0.85
2024-06-18,0.11059074587033216,1.3563521867903419,1.0,0.85,1.0,0.85
2024-06-20,0.10165937471651437,1.475515666098552,1.0,0.85,1.0,0.85
2024-06-21,0.10368608480503921,1.446674356371395,1.0,0.85,1.0,0.85
2024-06-24,0.10292771353527651,1.4573334512924,1.0,0.85,1.0,0.85
2024-06-25,0.10841627854738682,1.3835560674999343,1.0,0.85,1.0,0.85
2024-06-26,0.10139921023529354,1.479301462525496,1.0,0.85,1.0,0.85
2024-06-27,0.09566145430602557,1.5,1.0,0.85,1.0,0.85
2024-06-28,0.09528106224943034,1.5,1.0,0.85,1.0,0.85
2024-07-01,0.10107178849046268,1.4840936550178319,1.0,0.85,1.0,0.85
2024-07-02,0.09460488528304953,1.5,1.0,0.85,1.0,0.85
2024-07-03,0.10561278113770106,1.4202826436738332,1.0,0.85,1.0,0.85
2024-07-05,0.10294632684396211,1.4570699567295695,1.0,0.85,1.0,0.85
2024-07-08,0.10656435422707194,1.4076001406659255,1.0,0.85,1.0,0.85
2024-07-09,0.08829251127738229,1.5,1.0,0.85,1.0,0.85
2024-07-10,0.08914524378803457,1.5,1.0,0.85,1.0,0.85
2024-07-11,0.10963113126241589,1.3682245022260706,1.0,0.85,1.0,0.85
2024-07-12,0.12475768645486057,1.2023307281693822,1.0,0.85,0.85,0.85
2024-07-15,0.1216958104187951,1.232581462614045,1.0,0.85,0.85,0.85
2024-07-16,0.11513331211150651,1.3028375302425514,1.0,0.85,1.0,0.85
2024-07-17,0.12122248305065651,1.2373942211472266,1.0,0.85,0.85,0.85
2024-07-18,0.148281824204541,1.0115872313054965,1.0,0.85,0.85,0.85
2024-07-19,0.1375665041784389,1.0903817095288943,1.0,0.85,0.85,0.85
2024-07-22,0.13226045602370434,1.1341258340521394,1.0,0.85,0.85,0.85
2024-07-23,0.1486427054628793,1.0091312556031191,1.0,0.85,0.85,0.85
2024-07-24,0.12962841633002709,1.1571536878002733,1.0,0.85,0.85,0.85
2024-07-25,0.18267485708698594,0.8211310652815955,0.8211310652815955,0.4,0.4,0.4
2024-07-26,0.15409647614097843,0.97341615951535,0.97341615951535,0.85,0.85,0.85
2024-07-29,0.17419917927601225,0.8610832761865683,0.8610832761865683,0.4,0.4,0.4
2024-07-30,0.15001845341311115,0.999876992378662,0.999876992378662,0.85,0.85,0.85
2024-07-31,0.15721928069889285,0.954081454470465,0.954081454470465,0.85,0.85,0.85
2024-08-01,0.1660996220239635,0.9030724945199406,0.9030724945199406,0.85,0.85,0.85
2024-08-02,0.1755897394688451,0.8542640387402278,0.8542640387402278,0.4,0.4,0.4
2024-08-05,0.19181395644100502,0.7820077474192266,0.7820077474192266,0.4,0.4,0.4
2024-08-06,0.2294662110553225,0.6536910132003538,0.6536910132003538,0.4,0.4,0.4
2024-08-07,0.2077572165443447,0.7219965808888438,0.7219965808888438,0.4,0.4,0.4
2024-08-08,0.18102973817333867,0.8285931444941536,0.8285931444941536,0.4,0.4,0.4
2024-08-09,0.24124438082795938,0.6217761403817764,0.6217761403817764,0.4,0.4,0.4
2024-08-12,0.20449022983016438,0.7335313776339327,0.7335313776339327,0.4,0.4,0.4
2024-08-13,0.1591726259245085,0.9423730941722426,0.9423730941722426,0.85,0.85,0.85
2024-08-14,0.19118740335244241,0.7845705175642983,0.7845705175642983,0.4,0.4,0.4
2024-08-15,0.1588157499200681,0.9444907074738804,0.9444907074738804,0.85,0.85,0.85
2024-08-16,0.17373959258184832,0.8633610668180619,0.8633610668180619,0.4,0.4,0.4
2024-08-19,0.1507722350536405,0.9948781348676977,0.9948781348676977,0.85,0.85,0.85
2024-08-20,0.15769711643530504,0.951190506146872,0.951190506146872,0.85,0.85,0.85
2024-08-21,0.14572199014383724,1.0293573389434227,1.0,0.85,0.85,0.85
2024-08-22,0.14854941843849984,1.0097649763745167,1.0,0.85,0.85,0.85
