entry_time,exit_time,position,instrument,entry_price,exit_price,exit_reason,risk,shares,gross_pnl,fees,net_pnl,equity_before,equity
1973-04-30,1973-05-31,long,CRSP_LargeCap_D10,100.0,99.4521,monthly_hold,5.0,1,-721.98,39.53,-761.51,131769.69,131008.18
1973-05-31,1973-06-30,long,CRSP_LargeCap_D10,100.0,100.0625,monthly_hold,5.0,1,81.88,39.3,42.57,131008.18,131050.75
1973-06-30,1973-07-31,long,CRSP_LargeCap_D10,100.0,103.6893,monthly_hold,5.0,1,4834.92,39.32,4795.61,131050.75,135846.36
1973-07-31,1973-08-31,long,CRSP_LargeCap_D10,100.0,96.6997,monthly_hold,5.0,1,-4483.37,40.75,-4524.13,135846.36,131322.23
1973-08-31,1973-09-30,long,CRSP_LargeCap_D10,100.0,102.9861,monthly_hold,5.0,1,3921.43,39.4,3882.04,131322.23,135204.27
1973-09-30,1973-10-31,long,CRSP_LargeCap_D10,100.0,99.7924,monthly_hold,5.0,1,-280.65,40.56,-321.21,135204.27,134883.06
1973-10-31,1973-11-30,long,CRSP_LargeCap_D10,100.0,90.0053,monthly_hold,5.0,1,-13481.14,40.46,-13521.61,134883.06,121361.45
1973-11-30,1973-12-31,long,CRSP_LargeCap_D10,100.0,101.4462,monthly_hold,5.0,1,1755.18,36.41,1718.77,121361.45,123080.22
1973-12-31,1974-01-31,long,CRSP_LargeCap_D10,100.0,97.783,monthly_hold,5.0,1,-2728.7,36.92,-2765.63,123080.22,120314.59
1974-01-31,1974-02-28,long,CRSP_LargeCap_D10,100.0,99.9887,monthly_hold,5.0,1,-13.61,36.09,-49.7,120314.59,120264.89
1974-02-28,1974-03-31,long,CRSP_LargeCap_D10,100.0,97.6517,monthly_hold,5.0,1,-2824.17,36.08,-2860.25,120264.89,117404.64
1974-03-31,1974-04-30,long,CRSP_LargeCap_D10,100.0,96.4351,monthly_hold,5.0,1,-4185.32,35.22,-4220.54,117404.64,113184.1
1974-04-30,1974-05-31,long,CRSP_LargeCap_D10,100.0,97.8543,monthly_hold,5.0,1,-2428.63,33.96,-2462.58,113184.1,110721.52
1974-05-31,1974-06-30,long,CRSP_LargeCap_D10,100.0,98.634,monthly_hold,5.0,1,-1512.43,33.22,-1545.64,110721.52,109175.88
1974-06-30,1974-07-31,long,CRSP_LargeCap_D10,100.0,91.5837,monthly_hold,5.0,1,-9188.6,32.75,-9221.35,109175.88,99954.52
1974-07-31,1974-08-31,long,CRSP_LargeCap_D10,100.0,91.8274,monthly_hold,5.0,1,-8168.84,29.99,-8198.82,99954.52,91755.7
1974-08-31,1974-09-30,long,CRSP_LargeCap_D10,100.0,87.6804,monthly_hold,5.0,1,-11303.95,27.53,-11331.47,91755.7,80424.23
1974-09-30,1974-10-31,long,CRSP_LargeCap_D10,100.0,118.0617,monthly_hold,5.0,1,14525.96,24.13,14501.84,80424.23,94926.07
1974-10-31,1974-11-30,long,CRSP_LargeCap_D10,100.0,95.2596,monthly_hold,5.0,1,-4499.83,28.48,-4528.31,94926.07,90397.75
1974-11-30,1974-12-31,long,CRSP_LargeCap_D10,100.0,98.1371,monthly_hold,5.0,1,-1684.05,27.12,-1711.17,90397.75,88686.58
